,CustomerID,genero,esEstudiante,casado,tieneHijos,numeroCursosInscritos,antiguidad,haUsadoElServicioBasico,usaServicioBasicoRegularmente,tipoDeUsuario,usaServicioPlataRegularmente,usaServicioOroRegularmente,haPagadoContenidoIndividual,haContactoASoporte,usaTabletParaAcceder,usaMovilParaAcceder,tipoDeContrato,pagoDigital,metodoDePago,cargosMensuales,cargosAccumulados,usuarioPerdido
4133,2208-UGTGR,Masculino,0,No,No,9,56,Sí,Sí,Oro,No,Sí,No,No,Sí,Sí,Mensual,No,Transferencia Bancaria,98.6,5581.05,0
4134,3005-TYFRD,Feminino,0,Sí,No,9,55,Sí,Sí,Oro,No,Sí,Sí,No,Sí,Sí,Mensual,Sí,Tarjeta de credito (Domeciliado,103.65,5676.65,0
4135,8670-MEFCP,Feminino,0,Sí,Sí,4,36,Sí,Sí,Plata,Sí,No tiene acceso,Sí,Sí,Sí,Sí,Anual,Sí,Tarjeta de credito (Domeciliado,92.9,3379.25,0
4136,3079-BCHLN,Masculino,0,Sí,No,7,47,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Trimestral,No,Transferencia Bancaria (Domiciliado),19.9,942.95,0
4137,7777-UNYHB,Feminino,0,Sí,Sí,3,12,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Mensual,Sí,Tarjeta de credito (Domeciliado,20.1,232.4,0
4138,5597-GLBUC,Feminino,0,No,No,1,1,Sí,No,Oro,No,No,Sí,No,Sí,No,Mensual,Sí,Transferencia Bancaria,85.45,85.45,1
4139,7278-CKDNC,Masculino,1,No,No,6,24,Sí,Sí,Oro,No,Sí,No,No,No,No,Mensual,Sí,Transferencia Bancaria,80.5,2088.45,0
4140,2748-MYRVK,Feminino,0,No,No,7,63,Sí,Sí,Oro,No,Sí,No,No,Sí,Sí,Trimestral,No,Transferencia Bancaria (Domiciliado),99.9,6137.0,1
4141,8450-UYIBU,Feminino,1,No,No,4,35,No,No,Plata,No,No tiene acceso,Sí,No,Sí,No,Mensual,Sí,Transferencia Bancaria,39.85,1434.6,0
4142,2969-VAPYH,Feminino,0,No,No,7,67,Sí,No,Plata,Sí,No tiene acceso,No,Sí,No,No,Trimestral,No,Tarjeta de credito (Domeciliado,60.5,3870.0,0
4143,4822-YCXMX,Masculino,0,No,No,6,25,Sí,Sí,Oro,No,No,No,No,No,Sí,Mensual,Sí,Transferencia Bancaria,84.8,2043.45,1
4144,7181-OQCUT,Masculino,0,No,No,6,21,Sí,Sí,Oro,Sí,No,Sí,No,Sí,Sí,Mensual,No,Pago en tienda,103.85,2215.0,0
4145,8474-UMLNT,Feminino,0,No,No,4,13,Sí,No,Plata,Sí,No tiene acceso,No,Sí,No,Sí,Mensual,No,Transferencia Bancaria (Domiciliado),67.8,842.25,0
4146,9821-POOTN,Masculino,0,Sí,No,4,35,Sí,Sí,Oro,No,No,No,No,No,No,Mensual,Sí,Transferencia Bancaria,75.2,2576.2,1
4147,3836-FZSDJ,Masculino,1,Sí,No,8,71,Sí,Sí,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Anual,No,Transferencia Bancaria (Domiciliado),24.85,1901.0,0
4148,9142-XMYJH,Feminino,0,No,No,2,29,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Mensual,No,Tarjeta de credito (Domeciliado,19.35,601.6,0
4149,6559-ILWKJ,Masculino,0,Sí,No,8,71,No,No,Plata,No,No tiene acceso,No,No,Sí,Sí,Anual,No,Transferencia Bancaria,49.35,3515.25,1
4150,0187-QSXOE,Masculino,1,Sí,No,2,7,Sí,No,Oro,No,No,No,No,Sí,Sí,Mensual,Sí,Transferencia Bancaria,89.0,605.45,0
4151,7733-UDMTP,Feminino,1,No,No,9,57,No,No,Plata,No,No tiene acceso,Sí,No,Sí,Sí,Mensual,Sí,Transferencia Bancaria,55.0,3094.05,0
4152,2649-HWLYB,Masculino,0,Sí,No,7,65,Sí,Sí,Plata,Sí,No tiene acceso,Sí,Sí,No,Sí,Anual,No,Transferencia Bancaria (Domiciliado),76.15,4929.55,0
4153,5214-CHIWJ,Masculino,0,No,No,2,27,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Trimestral,No,Pago en tienda,20.3,595.05,0
4154,4229-CZMLL,Masculino,0,No,No,2,6,Sí,Sí,Oro,No,No,No,No,No,No,Mensual,Sí,Transferencia Bancaria,74.9,469.8,1
4155,6904-JLBGY,Feminino,1,No,No,10,72,Sí,Sí,Oro,Sí,Sí,Sí,Sí,Sí,Sí,Anual,Sí,Tarjeta de credito (Domeciliado,117.35,8436.25,0
4156,2465-BLLEU,Masculino,0,No,No,1,1,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Mensual,Sí,Pago en tienda,19.75,19.75,0
4157,1685-VAYJF,Masculino,0,No,No,3,11,Sí,No,Plata,No,No tiene acceso,No,No,No,No,Mensual,No,Tarjeta de credito (Domeciliado,45.2,492.0,0
4158,8874-EJNSR,Masculino,0,Sí,Sí,5,39,Sí,Sí,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Anual,No,Pago en tienda,25.2,987.95,0
4159,6917-YACBP,Feminino,1,No,No,10,59,Sí,Sí,Oro,Sí,Sí,Sí,No,No,No,Mensual,Sí,Transferencia Bancaria,89.75,5496.9,0
4160,5049-MUBWG,Masculino,0,No,No,2,26,Sí,No,Plata,Sí,No tiene acceso,No,Sí,Sí,Sí,Trimestral,No,Transferencia Bancaria (Domiciliado),75.0,1908.35,0
4161,4223-WOZCM,Masculino,1,No,No,1,2,Sí,No,Plata,No,No tiene acceso,Sí,No,No,No,Mensual,No,Pago en tienda,49.95,107.1,0
4162,0769-MURVM,Feminino,0,Sí,Sí,14,72,No,No,Plata,Sí,No tiene acceso,Sí,Sí,Sí,Sí,Anual,No,Transferencia Bancaria (Domiciliado),65.7,4575.35,0
4163,9253-VIFJQ,Masculino,0,Sí,No,7,65,Sí,Sí,Plata,Sí,No tiene acceso,Sí,No,No,No,Trimestral,No,Tarjeta de credito (Domeciliado,67.05,4309.55,0
4164,7030-FZTFM,Masculino,0,Sí,Sí,9,72,Sí,Sí,Oro,No,Sí,Sí,Sí,Sí,Sí,Anual,No,Tarjeta de credito (Domeciliado,110.9,7922.75,0
4165,9741-YLNTD,Masculino,0,No,No,2,6,Sí,Sí,Oro,No,No,No,Sí,No,Sí,Mensual,Sí,Transferencia Bancaria (Domiciliado),87.95,522.35,0
4166,5917-RYRMG,Masculino,1,No,No,3,32,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Trimestral,No,Tarjeta de credito (Domeciliado,19.8,587.7,0
4167,5120-ZBLAI,Feminino,0,Sí,No,7,50,Sí,Sí,Plata,No,No tiene acceso,Sí,No,Sí,Sí,Trimestral,No,Transferencia Bancaria (Domiciliado),75.7,3876.2,0
4168,1194-BHJYC,Masculino,0,Sí,No,10,61,No,No,Plata,Sí,No tiene acceso,Sí,Sí,Sí,Sí,Anual,Sí,Pago en tienda,62.15,3778.85,0
4169,3663-MITLP,Feminino,0,No,No,4,15,Sí,No,Oro,No,Sí,Sí,No,Sí,Sí,Mensual,Sí,Transferencia Bancaria,101.25,1457.25,1
4170,0906-QVPMS,Masculino,0,Sí,No,14,72,Sí,Sí,Oro,Sí,Sí,Sí,Sí,Sí,Sí,Anual,No,Transferencia Bancaria (Domiciliado),115.15,8349.45,0
4171,9025-ZRPVR,Masculino,0,No,No,3,9,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Mensual,Sí,Pago en tienda,18.95,185.6,1
4172,1905-OEILC,Feminino,0,No,No,1,1,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Mensual,No,Pago en tienda,19.5,19.5,0
4173,7858-GTZSP,Feminino,0,No,No,3,12,Sí,Sí,Oro,No,No,No,No,No,Sí,Mensual,Sí,Transferencia Bancaria,86.55,1066.9,0
4174,3285-UCQVC,Feminino,0,No,No,4,37,No,No,Plata,No,No tiene acceso,No,Sí,No,No,Mensual,No,Tarjeta de credito (Domeciliado,28.6,973.55,1
4175,6248-BSHKG,Masculino,0,Sí,Sí,10,61,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Trimestral,No,Pago en tienda,20.4,1226.45,0
4176,4685-TFLLS,Masculino,0,Sí,Sí,5,18,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Trimestral,No,Transferencia Bancaria (Domiciliado),19.8,342.3,0
4177,3470-BTGQO,Masculino,0,No,Sí,6,21,Sí,No,Plata,No,No tiene acceso,No,No,No,No,Mensual,No,Pago en tienda,45.65,985.05,0
4178,1209-VFFOC,Masculino,0,Sí,Sí,8,68,No,No,Plata,Sí,No tiene acceso,Sí,Sí,No,Sí,Anual,Sí,Pago en tienda,56.4,3948.45,0
4179,8224-DWCKX,Masculino,1,No,No,3,12,Sí,Sí,Oro,No,No,No,No,No,No,Mensual,Sí,Tarjeta de credito (Domeciliado,73.3,828.05,0
4180,5482-PLVPE,Feminino,1,No,No,1,2,No,No,Plata,No,No tiene acceso,No,No,No,No,Mensual,No,Transferencia Bancaria,24.35,41.85,1
4181,4553-DVPZG,Feminino,0,Sí,No,10,62,Sí,Sí,Oro,No,No,Sí,No,Sí,Sí,Mensual,Sí,Transferencia Bancaria,101.35,6164.7,0
4182,4902-OHLSK,Feminino,1,No,No,2,29,Sí,Sí,Oro,No,No,No,Sí,Sí,Sí,Mensual,No,Transferencia Bancaria,98.65,2862.75,1
4183,6917-IAYHD,Masculino,0,No,Sí,1,1,No,No,Plata,No,No tiene acceso,No,Sí,No,No,Mensual,No,Pago en tienda,33.6,33.6,0
4184,0495-ZBNGW,Masculino,1,Sí,No,2,5,Sí,Sí,Oro,No,No,Sí,No,No,No,Mensual,Sí,Transferencia Bancaria (Domiciliado),79.9,343.95,1
4185,8620-RJPZN,Feminino,0,No,No,1,1,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Mensual,No,Transferencia Bancaria,20.7,20.7,0
4186,7572-KPVKK,Masculino,0,No,Sí,10,62,Sí,Sí,Oro,No,No,Sí,Sí,Sí,Sí,Anual,Sí,Transferencia Bancaria,104.05,6590.5,0
4187,2642-MAWLJ,Feminino,0,Sí,Sí,4,36,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Anual,No,Transferencia Bancaria (Domiciliado),20.25,717.95,0
4188,2357-COQEK,Feminino,1,No,No,2,28,Sí,Sí,Oro,No,No,Sí,Sí,Sí,Sí,Mensual,Sí,Transferencia Bancaria,103.3,2890.65,1
4189,7103-ZGVNT,Feminino,0,Sí,Sí,8,69,Sí,Sí,Plata,Sí,No tiene acceso,No,Sí,Sí,No,Trimestral,No,Tarjeta de credito (Domeciliado,73.7,4885.85,0
4190,3737-GCSPV,Feminino,0,Sí,No,3,11,Sí,Sí,Oro,Sí,No,No,Sí,Sí,No,Mensual,Sí,Tarjeta de credito (Domeciliado,96.2,1222.05,1
4191,2027-WKXMW,Feminino,0,Sí,No,7,63,Sí,Sí,Oro,No,Sí,Sí,Sí,Sí,Sí,Mensual,Sí,Transferencia Bancaria,108.75,6871.7,0
4192,7137-NAXML,Masculino,0,No,No,6,23,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Trimestral,No,Transferencia Bancaria (Domiciliado),20.15,405.6,0
4193,2428-ZMCTB,Masculino,0,No,No,3,10,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Mensual,No,Tarjeta de credito (Domeciliado,19.75,208.25,0
4194,2961-VNFKL,Feminino,0,Sí,No,8,71,Sí,Sí,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Anual,Sí,Tarjeta de credito (Domeciliado,25.95,1801.9,0
4195,1768-HNVGJ,Feminino,1,No,No,6,45,Sí,Sí,Plata,Sí,No tiene acceso,No,Sí,No,Sí,Mensual,Sí,Transferencia Bancaria,70.05,3062.45,0
4196,6963-KQYQB,Feminino,0,Sí,Sí,8,70,Sí,Sí,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Anual,No,Pago en tienda,24.05,1764.75,0
4197,5934-RMPOV,Feminino,0,No,Sí,6,22,Sí,Sí,Oro,No,No,No,No,No,Sí,Mensual,Sí,Transferencia Bancaria,84.75,1816.75,0
4198,1207-BLKSA,Feminino,0,Sí,Sí,8,52,Sí,Sí,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Anual,No,Pago en tienda,23.05,1255.1,0
4199,4088-YLDSU,Masculino,0,Sí,No,9,55,Sí,Sí,Oro,No,No,Sí,Sí,Sí,Sí,Trimestral,Sí,Transferencia Bancaria,104.15,5743.05,1
4200,8316-BBQAY,Feminino,0,No,No,7,65,No,No,Plata,Sí,No tiene acceso,Sí,Sí,Sí,Sí,Anual,No,Tarjeta de credito (Domeciliado,59.95,3921.1,0
4201,1166-PQLGG,Feminino,0,Sí,Sí,17,72,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Anual,No,Transferencia Bancaria (Domiciliado),19.55,1463.45,0
4202,3146-JTQHR,Masculino,0,Sí,No,3,10,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Trimestral,No,Transferencia Bancaria (Domiciliado),19.6,189.45,0
4203,4291-YZODP,Feminino,0,No,Sí,2,7,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Trimestral,No,Pago en tienda,20.05,96.8,0
4204,4395-PZMSN,Masculino,1,No,No,2,5,Sí,No,Oro,No,Sí,No,No,No,Sí,Mensual,Sí,Transferencia Bancaria,85.55,408.5,0
4205,6427-FEFIG,Feminino,0,Sí,Sí,6,24,Sí,Sí,Plata,Sí,No tiene acceso,Sí,No,Sí,Sí,Anual,No,Tarjeta de credito (Domeciliado,78.6,1846.65,0
4206,0017-IUDMW,Feminino,0,Sí,Sí,14,72,Sí,Sí,Oro,Sí,Sí,Sí,Sí,Sí,Sí,Anual,Sí,Tarjeta de credito (Domeciliado,116.8,8456.75,0
4207,8706-HRADD,Masculino,0,No,No,6,21,No,No,Plata,Sí,No tiene acceso,No,Sí,Sí,No,Mensual,Sí,Pago en tienda,43.55,1011.5,0
4208,9955-QOPOY,Masculino,0,Sí,No,8,69,No,No,Plata,No,No tiene acceso,Sí,Sí,Sí,Sí,Trimestral,Sí,Tarjeta de credito (Domeciliado,60.8,4263.4,0
4209,4385-ZKVNW,Masculino,0,Sí,Sí,6,44,Sí,No,Plata,No,No tiene acceso,No,Sí,No,No,Mensual,Sí,Transferencia Bancaria (Domiciliado),54.9,2549.1,0
4210,5446-DKWYW,Feminino,1,Sí,Sí,10,61,Sí,Sí,Plata,No,No tiene acceso,Sí,No,Sí,No,Trimestral,Sí,Transferencia Bancaria,65.2,3965.05,0
4211,2034-CGRHZ,Masculino,1,No,No,6,24,Sí,Sí,Oro,No,Sí,Sí,No,Sí,Sí,Mensual,Sí,Tarjeta de credito (Domeciliado,102.95,2496.7,1
4212,5797-APWZC,Feminino,0,No,No,1,1,Sí,No,Oro,No,No,No,No,Sí,Sí,Mensual,No,Transferencia Bancaria,90.6,90.6,1
4213,3683-QKIUE,Feminino,0,No,No,2,6,Sí,No,Plata,No,No tiene acceso,No,Sí,No,No,Mensual,Sí,Transferencia Bancaria (Domiciliado),50.8,288.05,1
4214,4228-ZGYUW,Masculino,0,No,No,1,4,Sí,Sí,Oro,No,Sí,No,No,No,Sí,Mensual,Sí,Transferencia Bancaria,90.05,368.1,1
4215,9031-ZVQPT,Masculino,0,Sí,No,18,72,Sí,Sí,Oro,No,Sí,Sí,Sí,Sí,Sí,Anual,Sí,Transferencia Bancaria,108.2,7840.6,0
4216,2990-IAJSV,Masculino,0,No,No,16,72,Sí,Sí,Plata,Sí,No tiene acceso,Sí,Sí,Sí,Sí,Anual,No,Transferencia Bancaria (Domiciliado),92.0,6632.75,0
4217,8107-KNCIM,Masculino,1,Sí,No,4,14,Sí,Sí,Oro,No,No,No,No,No,No,Mensual,Sí,Transferencia Bancaria,75.1,1013.35,0
4218,9027-YFHQJ,Masculino,0,No,No,2,7,Sí,Sí,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Mensual,Sí,Transferencia Bancaria (Domiciliado),25.05,152.95,0
4219,5176-LDKUH,Feminino,0,No,No,7,48,Sí,No,Oro,No,Sí,No,No,No,No,Trimestral,No,Transferencia Bancaria,75.15,3772.65,0
4220,4644-OBGFZ,Masculino,0,Sí,Sí,9,55,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Trimestral,No,Pago en tienda,19.5,1026.35,0
4221,7926-IJOOU,Masculino,0,No,No,1,1,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Mensual,No,Tarjeta de credito (Domeciliado,19.3,19.3,0
4222,6480-YAGIY,Masculino,0,No,No,6,45,Sí,No,Oro,Sí,Sí,Sí,Sí,Sí,Sí,Trimestral,No,Tarjeta de credito (Domeciliado,112.2,5031.85,0
4223,4029-HPFVY,Masculino,0,No,No,1,3,Sí,No,Oro,No,No,No,No,No,No,Mensual,Sí,Pago en tienda,70.3,220.4,0
4224,7602-DBTOU,Feminino,0,Sí,No,8,71,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Anual,No,Pago en tienda,19.6,1416.5,0
4225,5345-BMKWB,Masculino,0,Sí,No,2,8,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Mensual,No,Pago en tienda,20.25,158.35,0
4226,3519-ZKXGG,Feminino,0,Sí,No,1,3,Sí,Sí,Oro,No,No,No,No,No,No,Mensual,Sí,Transferencia Bancaria,75.85,256.6,1
4227,5457-COLHT,Masculino,0,Sí,Sí,8,69,Sí,No,Plata,Sí,No tiene acceso,No,Sí,Sí,Sí,Anual,No,Transferencia Bancaria (Domiciliado),80.65,5542.55,0
4228,6416-TVAIH,Masculino,0,Sí,Sí,1,1,Sí,No,Oro,No,No,No,No,No,No,Mensual,Sí,Transferencia Bancaria,68.5,68.5,1
4229,5451-YHYPW,Feminino,1,Sí,No,15,72,Sí,Sí,Oro,Sí,Sí,Sí,Sí,Sí,Sí,Anual,Sí,Tarjeta de credito (Domeciliado,115.75,8443.7,0
4230,5108-ADXWO,Masculino,0,No,No,3,11,Sí,No,Oro,Sí,No,No,No,No,No,Mensual,Sí,Transferencia Bancaria,73.5,791.75,1
4231,7998-WNZEM,Masculino,0,No,No,8,71,Sí,Sí,Plata,Sí,No tiene acceso,Sí,Sí,No,Sí,Anual,No,Transferencia Bancaria (Domiciliado),80.6,5708.2,0
4232,3066-RRJIO,Feminino,0,No,No,1,1,Sí,No,Oro,No,No,No,No,No,No,Mensual,Sí,Pago en tienda,69.95,69.95,1
4233,4664-NJCMS,Feminino,0,Sí,No,3,33,No,No,Plata,Sí,No tiene acceso,Sí,Sí,Sí,Sí,Anual,No,Transferencia Bancaria (Domiciliado),59.55,2016.3,0
4234,0307-BCOPK,Feminino,0,No,No,4,16,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Trimestral,No,Pago en tienda,19.05,326.65,0
4235,7629-WFGLW,Feminino,1,Sí,No,9,56,Sí,Sí,Oro,Sí,Sí,Sí,Sí,No,No,Trimestral,No,Transferencia Bancaria,95.65,5471.75,0
4236,2542-HYGIQ,Feminino,0,No,No,1,1,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Mensual,No,Tarjeta de credito (Domeciliado,19.95,19.95,0
4237,6715-OFDBP,Masculino,0,No,No,2,5,Sí,No,Plata,No,No tiene acceso,Sí,No,Sí,Sí,Mensual,Sí,Transferencia Bancaria,70.05,346.4,1
4238,5016-LIPDW,Masculino,0,Sí,Sí,9,57,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Trimestral,No,Pago en tienda,19.4,1061.6,0
4239,6481-LXPWL,Masculino,0,Sí,Sí,9,56,No,No,Plata,No,No tiene acceso,Sí,No,No,No,Trimestral,Sí,Tarjeta de credito (Domeciliado,36.1,1971.5,0
4240,1567-DSCIC,Masculino,0,No,No,2,8,Sí,Sí,Oro,No,Sí,Sí,No,Sí,No,Mensual,Sí,Transferencia Bancaria,94.0,773.65,1
4241,2150-UWTFY,Feminino,0,Sí,Sí,6,22,Sí,No,Plata,Sí,No tiene acceso,Sí,No,No,No,Mensual,No,Pago en tienda,61.15,1422.05,1
4242,6124-ACRHJ,Feminino,0,No,No,1,1,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Mensual,No,Pago en tienda,19.75,19.75,0
4243,9362-MWODR,Feminino,0,No,Sí,5,40,Sí,No,Plata,Sí,No tiene acceso,No,Sí,Sí,No,Mensual,Sí,Tarjeta de credito (Domeciliado,64.1,2460.35,0
4244,9975-GPKZU,Masculino,0,Sí,Sí,6,46,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Anual,No,Tarjeta de credito (Domeciliado,19.75,856.5,0
4245,9625-RZFUK,Masculino,0,Sí,Sí,7,63,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Anual,No,Pago en tienda,19.7,1275.85,0
4246,5153-LXKDT,Masculino,0,Sí,Sí,8,68,Sí,Sí,Oro,Sí,Sí,Sí,No,Sí,Sí,Anual,Sí,Transferencia Bancaria,110.2,7467.5,0
4247,5161-UBZXI,Masculino,0,Sí,Sí,8,69,Sí,No,Oro,Sí,Sí,No,Sí,Sí,Sí,Anual,Sí,Tarjeta de credito (Domeciliado,106.35,7261.75,0
4248,1020-JPQOW,Feminino,0,Sí,No,9,56,Sí,Sí,Oro,No,Sí,Sí,Sí,No,No,Mensual,No,Transferencia Bancaria,90.55,5116.6,0
4249,7919-ZODZZ,Feminino,0,Sí,Sí,3,10,Sí,No,Plata,No,No tiene acceso,Sí,No,No,Sí,Trimestral,Sí,Pago en tienda,65.9,660.05,0
4250,0565-JUPYD,Masculino,0,No,No,7,63,Sí,Sí,Oro,Sí,Sí,Sí,Sí,Sí,No,Trimestral,No,Tarjeta de credito (Domeciliado,104.5,6590.8,0
4251,6867-ACCZI,Feminino,0,Sí,Sí,6,24,No,No,Plata,Sí,No tiene acceso,Sí,Sí,No,Sí,Anual,Sí,Pago en tienda,52.5,1208.15,0
4252,5939-XAIXZ,Feminino,0,No,No,5,19,Sí,Sí,Plata,No,No tiene acceso,Sí,No,No,No,Mensual,Sí,Pago en tienda,56.1,1033.9,0
4253,9054-FOWNV,Masculino,0,Sí,Sí,6,22,Sí,Sí,Oro,No,No,Sí,No,Sí,No,Mensual,Sí,Transferencia Bancaria,88.75,1885.15,0
4254,2683-BPJSO,Masculino,0,Sí,No,2,29,Sí,Sí,Oro,Sí,Sí,No,No,No,No,Mensual,Sí,Transferencia Bancaria,84.45,2467.1,1
4255,2157-MXBJS,Masculino,0,Sí,No,4,13,Sí,Sí,Plata,No,No tiene acceso,Sí,No,Sí,Sí,Trimestral,Sí,Pago en tienda,75.3,989.45,1
4256,8207-VVMYB,Feminino,0,Sí,No,8,70,Sí,Sí,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Anual,Sí,Transferencia Bancaria (Domiciliado),26.0,2006.95,0
4257,9732-EQMWY,Feminino,0,Sí,No,7,49,Sí,No,Oro,No,Sí,Sí,No,Sí,Sí,Mensual,No,Transferencia Bancaria,99.4,5025.0,0
4258,9360-AHGNL,Feminino,1,Sí,No,6,43,Sí,Sí,Oro,Sí,No,Sí,Sí,Sí,Sí,Trimestral,Sí,Pago en tienda,109.55,4830.25,1
4259,1087-UDSIH,Feminino,0,No,No,1,3,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Mensual,Sí,Pago en tienda,19.6,59.75,1
4260,5269-NRGDP,Masculino,0,Sí,Sí,6,42,Sí,No,Plata,No,No tiene acceso,Sí,Sí,Sí,Sí,Trimestral,No,Transferencia Bancaria,73.15,3088.25,0
4261,6195-MELTI,Masculino,0,No,No,9,57,Sí,No,Plata,No,No tiene acceso,No,Sí,No,No,Trimestral,Sí,Pago en tienda,54.65,3134.7,0
4262,5485-WUYWF,Masculino,1,No,No,1,2,Sí,No,Plata,Sí,No tiene acceso,Sí,No,Sí,No,Mensual,No,Transferencia Bancaria (Domiciliado),66.4,94.55,1
4263,2121-JAFOM,Feminino,0,Sí,No,15,72,Sí,Sí,Oro,Sí,Sí,Sí,Sí,Sí,Sí,Anual,Sí,Tarjeta de credito (Domeciliado,115.55,8312.4,0
4264,8818-DOPVL,Feminino,1,No,No,6,46,Sí,Sí,Oro,No,Sí,Sí,No,Sí,Sí,Mensual,Sí,Transferencia Bancaria,104.45,4863.85,0
4265,2632-UCGVD,Masculino,1,Sí,No,7,66,Sí,Sí,Oro,No,No,No,Sí,Sí,Sí,Mensual,Sí,Tarjeta de credito (Domeciliado,100.05,6871.9,1
4266,5445-PZWGX,Masculino,0,No,No,10,62,Sí,Sí,Oro,Sí,Sí,No,Sí,No,Sí,Trimestral,No,Transferencia Bancaria,102.0,6529.25,1
4267,1227-UDMZR,Feminino,0,Sí,No,17,72,Sí,Sí,Plata,Sí,No tiene acceso,Sí,Sí,Sí,Sí,Anual,Sí,Transferencia Bancaria (Domiciliado),91.15,6637.9,0
4268,5198-HQAEN,Masculino,0,Sí,Sí,4,35,Sí,No,Oro,No,Sí,No,Sí,Sí,No,Trimestral,Sí,Transferencia Bancaria,89.7,3165.6,0
4269,9170-CCKOU,Masculino,0,Sí,No,5,17,Sí,Sí,Oro,Sí,Sí,Sí,No,No,No,Mensual,No,Tarjeta de credito (Domeciliado,90.2,1454.15,1
4270,2167-FQSTQ,Feminino,0,Sí,No,13,72,Sí,Sí,Plata,Sí,No tiene acceso,Sí,Sí,Sí,Sí,Anual,Sí,Transferencia Bancaria,92.4,6786.1,0
4271,2819-GWENI,Feminino,0,Sí,Sí,2,28,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Trimestral,No,Pago en tienda,19.9,543.0,0
4272,1043-YCUTE,Masculino,0,Sí,No,9,56,Sí,Sí,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Anual,Sí,Tarjeta de credito (Domeciliado,25.15,1327.15,1
